semestre,Catalunya,sexe,edat,concepte,estat,valor
S2/2020,Catalunya,total,de 16 a 64 anys,població,,5033269
S2/2020,Catalunya,total,65 anys o més,població,,1470436
S2/2020,Catalunya,total,total,població,,7741323
S1/2021,Catalunya,homes,de 0 a 15 anys,població,,631993
S1/2021,Catalunya,homes,de 16 a 64 anys,població,,2548570
S1/2021,Catalunya,homes,65 anys o més,població,,634260
S1/2021,Catalunya,homes,total,població,,3814823
S1/2021,Catalunya,dones,de 0 a 15 anys,població,,594996
S1/2021,Catalunya,dones,de 16 a 64 anys,població,,2498746
S1/2021,Catalunya,dones,65 anys o més,població,,841331
S1/2021,Catalunya,dones,total,població,,3935073
S1/2021,Catalunya,total,de 0 a 15 anys,població,,1226989
S1/2021,Catalunya,total,de 16 a 64 anys,població,,5047316
S1/2021,Catalunya,total,65 anys o més,població,,1475591
S1/2021,Catalunya,total,total,població,,7749896
S2/2021,Catalunya,homes,de 0 a 15 anys,població,,627023
S2/2021,Catalunya,homes,de 16 a 64 anys,població,,2551125
S2/2021,Catalunya,homes,65 anys o més,població,,639350
S2/2021,Catalunya,homes,total,població,,3817498
S2/2021,Catalunya,dones,de 0 a 15 anys,població,,590415
S2/2021,Catalunya,dones,de 16 a 64 anys,població,,2500361
S2/2021,Catalunya,dones,65 anys o més,població,,847604
S2/2021,Catalunya,dones,total,població,,3938380
S2/2021,Catalunya,total,de 0 a 15 anys,població,,1217438
S2/2021,Catalunya,total,de 16 a 64 anys,població,,5051486
S2/2021,Catalunya,total,65 anys o més,població,,1486954
S2/2021,Catalunya,total,total,població,,7755878
S1/2022,Catalunya,homes,de 0 a 15 anys,població,,622058
S1/2022,Catalunya,homes,de 16 a 64 anys,població,,2553754
S1/2022,Catalunya,homes,65 anys o més,població,,644361
S1/2022,Catalunya,homes,total,població,,3820173
S1/2022,Catalunya,dones,de 0 a 15 anys,població,,585841
S1/2022,Catalunya,dones,de 16 a 64 anys,població,,2502002
S1/2022,Catalunya,dones,65 anys o més,població,,853807
S1/2022,Catalunya,dones,total,població,,3941650
S1/2022,Catalunya,total,de 0 a 15 anys,població,,1207899
S1/2022,Catalunya,total,de 16 a 64 anys,població,,5055756
S1/2022,Catalunya,total,65 anys o més,població,,1498168
S1/2022,Catalunya,total,total,població,,7761823
S2/2022,Catalunya,homes,de 0 a 15 anys,població,,621129
S2/2022,Catalunya,homes,de 16 a 64 anys,població,,2581454
S2/2022,Catalunya,homes,65 anys o més,població,,651094
S2/2022,Catalunya,homes,total,població,,3853677
S2/2022,Catalunya,dones,de 0 a 15 anys,població,,584895
S2/2022,Catalunya,dones,de 16 a 64 anys,població,,2530817
S2/2022,Catalunya,dones,65 anys o més,població,,862526
S2/2022,Catalunya,dones,total,població,,3978238
S2/2022,Catalunya,total,de 0 a 15 anys,població,,1206024
S2/2022,Catalunya,total,de 16 a 64 anys,població,,5112271
S2/2022,Catalunya,total,65 anys o més,població,,1513620
S2/2022,Catalunya,total,total,població,,7831915
S1/2023,Catalunya,homes,de 0 a 15 anys,població,,620282
S1/2023,Catalunya,homes,de 16 a 64 anys,població,,2609078
S1/2023,Catalunya,homes,65 anys o més,població,,657863
S1/2023,Catalunya,homes,total,població,,3887223
S1/2023,Catalunya,dones,de 0 a 15 anys,població,,583927
S1/2023,Catalunya,dones,de 16 a 64 anys,població,,2559512
S1/2023,Catalunya,dones,65 anys o més,població,,871301
S1/2023,Catalunya,dones,total,població,,4014740
S1/2023,Catalunya,total,de 0 a 15 anys,població,,1204209
S1/2023,Catalunya,total,de 16 a 64 anys,població,,5168590
S1/2023,Catalunya,total,65 anys o més,població,,1529164
S1/2023,Catalunya,total,total,població,,7901963
S2/2023,Catalunya,homes,de 0 a 15 anys,població,,616651
S2/2023,Catalunya,homes,de 16 a 64 anys,població,,2632871
S2/2023,Catalunya,homes,65 anys o més,població,,666084
S2/2023,Catalunya,homes,total,població,,3915606
S2/2023,Catalunya,dones,de 0 a 15 anys,població,,580432
S2/2023,Catalunya,dones,de 16 a 64 anys,població,,2579703
S2/2023,Catalunya,dones,65 anys o més,població,,881379
S2/2023,Catalunya,dones,total,població,,4041514
S2/2023,Catalunya,total,de 0 a 15 anys,població,,1197083
S2/2023,Catalunya,total,de 16 a 64 anys,població,,5212574
S2/2023,Catalunya,total,65 anys o més,població,,1547463
S2/2023,Catalunya,total,total,població,,7957120
S1/2024,Catalunya,homes,de 0 a 15 anys,població,,612890
S1/2024,Catalunya,homes,de 16 a 64 anys,població,,2656627
S1/2024,Catalunya,homes,65 anys o més,població,,674181
S1/2024,Catalunya,homes,total,població,,3943698
S1/2024,Catalunya,dones,de 0 a 15 anys,població,,577109
S1/2024,Catalunya,dones,de 16 a 64 anys,població,,2600107
S1/2024,Catalunya,dones,65 anys o més,població,,891317
S1/2024,Catalunya,dones,total,població,,4068533
S1/2024,Catalunya,total,de 0 a 15 anys,població,,1189999
S1/2024,Catalunya,total,de 16 a 64 anys,població,,5256734
S1/2024,Catalunya,total,65 anys o més,població,,1565498
S1/2024,Catalunya,total,total,població,,8012231
S2/2024,Catalunya,homes,de 0 a 15 anys,població,p,606862
S2/2024,Catalunya,homes,de 16 a 64 anys,població,p,2686708
S2/2024,Catalunya,homes,65 anys o més,població,p,680772
S2/2024,Catalunya,homes,total,població,p,3974342
S2/2024,Catalunya,dones,de 0 a 15 anys,població,p,571265
S2/2024,Catalunya,dones,de 16 a 64 anys,població,p,2620837
S2/2024,Catalunya,dones,65 anys o més,població,p,901010
S2/2024,Catalunya,dones,total,població,p,4093112
S2/2024,Catalunya,total,de 0 a 15 anys,població,p,1178127
S2/2024,Catalunya,total,de 16 a 64 anys,població,p,5307545
S2/2024,Catalunya,total,65 anys o més,població,p,1581782
S2/2024,Catalunya,total,total,població,p,8067454
S1/2025,Catalunya,homes,de 0 a 15 anys,població,p,600934
S1/2025,Catalunya,homes,de 16 a 64 anys,població,p,2709752
S1/2025,Catalunya,homes,65 anys o més,població,p,690673
S1/2025,Catalunya,homes,total,població,p,4001359
S1/2025,Catalunya,dones,de 0 a 15 anys,població,p,565806
S1/2025,Catalunya,dones,de 16 a 64 anys,població,p,2635253
S1/2025,Catalunya,dones,65 anys o més,població,p,911072
S1/2025,Catalunya,dones,total,població,p,4112131
S1/2025,Catalunya,total,de 0 a 15 anys,població,p,1166740
S1/2025,Catalunya,total,de 16 a 64 anys,població,p,5345005
S1/2025,Catalunya,total,65 anys o més,població,p,1601745
S1/2025,Catalunya,total,total,població,p,8113490
S2/2025,Catalunya,homes,de 0 a 15 anys,població,p,595145
S2/2025,Catalunya,homes,de 16 a 64 anys,població,p,2733419
S2/2025,Catalunya,homes,65 anys o més,població,p,698502
S2/2025,Catalunya,homes,total,població,p,4027066
S2/2025,Catalunya,dones,de 0 a 15 anys,població,p,560726
S2/2025,Catalunya,dones,de 16 a 64 anys,població,p,2646961
S2/2025,Catalunya,dones,65 anys o més,població,p,919874
S2/2025,Catalunya,dones,total,població,p,4127561
S2/2025,Catalunya,total,de 0 a 15 anys,població,p,1155871
S2/2025,Catalunya,total,de 16 a 64 anys,població,p,5380380
S2/2025,Catalunya,total,65 anys o més,població,p,1618376
S2/2025,Catalunya,total,total,població,p,8154627
